ReviewID,PolicyID,ReviewerEmployeeID,ReviewerRole,ReviewDate,ReviewStatus,Comments
REV-00619,POL-0294,EMP-0013,Department Supervisor,2023-08-20,Approved,Update section 3.
REV-00620,POL-0015,EMP-0040,Senior Analyst,2003-08-04,Approved,Minor edits requested.
REV-00621,POL-0234,EMP-0031,Compliance Analyst,2014-06-08,Approved,  
REV-00622,POL-0285,,Senior Analyst,,Approved,
REV-00623,POL-0263,EMP-0023,Department Supervisor,2017-01-17,Approved,Minor edits requested.
REV-00624,POL-0289,EMP-0050,Policy Reviewer,,Approved,Looks good.
REV-00625,POL-0218,EMP-0034,Compliance Analyst,2021-04-22,Approved,Please verify citation.
REV-00626, POL-0182 ,EMP-0023, Department Supervisor ,2022-08-18,Approved,Formatting changes only.
REV-00627,POL-0122,EMP-0026,Compliance Analyst,2025-01-05,Approved,Looks good.
REV-00628,POL-0192,EMP-0037,Policy Reviewer,2000-10-13,Approved,
REV-00629,POL-0268,EMP-0045, Policy Analyst ,2010-12-13,Rejected, Minor edits requested. 
REV-00630,POL-0004,EMP-0032,Compliance Analyst,2000-12-05,Approved,
REV-00631,POL-0217,EMP-0030,Compliance Analyst,05/17/2017,Approved,
REV-00632,POL-0045,EMP-0044,Policy Analyst,2009-09-13,Approved,Looks good.
REV-00633,POL-0291,EMP-0042, Senior Analyst ,2019-05-01,Approved,
REV-00634,POL-0169,EMP-0028, Compliance Analyst ,2006-11-19,Approved,
REV-00635,POL-0074,EMP-0025,Compliance Analyst,,Approved,Please verify citation.
REV-00636,POL-0057,EMP-0034,Compliance Analyst,2019-01-10,Approved,Update section 3.
REV-00637,POL-0130, EMP-0048 ,Policy Reviewer,22-Apr-2004,Approved,
REV-00638,POL-0233,EMP-0019,Department Supervisor,,Rejected,
REV-00639,POL-0107,EMP-0015,Department Supervisor,"Mar 10, 2018",Approved,Please verify citation.
REV-00640,POL-0207,EMP-0038,Senior Analyst,2003-04-17,Approved,Formatting changes only.
 REV-00641 ,POL-0202,EMP-0026,Compliance Analyst,"May 12, 2006",Rejected,
REV-00642,POL-0067,EMP-0031,Compliance Analyst,16-Mar-2012,Approved,Update section 3.
REV-00643,POL-0259,EMP-0031,Compliance Analyst,"Feb 18, 2015",Approved,Update section 3.
REV-00644,POL-0244, EMP-0025 ,Compliance Analyst,09/11/2012, Approved ,
REV-00645,POL-0185,EMP-0019,Department Supervisor,2009-08-04,Approved,
REV-00646,POL-0277,EMP-0020,,2005-05-21,Approved,
REV-00647,POL-0095,EMP-0039,Policy Analyst,2007-11-15,Approved,Update section 3.
REV-00648,POL-0120,EMP-0037,Policy Reviewer,2014-08-02,Approved,
REV-00649,POL-0165,EMP-0033,Compliance Analyst,2024-07-15,Approved,Looks good.
REV-00650, POL-0106 , EMP-0030 ,Compliance Analyst,2020-10-08,Approved,Update section 3.
REV-00651,POL-0056,EMP-0018,Department Supervisor,"May 20, 2012",Approved,
 REV-00652 ,POL-0230,EMP-0054,Senior Analyst,"Jul 27, 2007",Rejected,Minor edits requested.
REV-00653,POL-0253,EMP-0024,Department Supervisor,"Apr 22, 2002",Rejected,Minor edits requested.
REV-00654,POL-0039,EMP-0016,Department Supervisor,25-Feb-2007,Approved,Formatting changes only.
REV-00655,POL-0005,EMP-0033,Compliance Analyst,2011-08-19, Approved ,Update section 3.
REV-00656,POL-0137,EMP-0014,Department Supervisor,2023-07-13,Approved,Formatting changes only.
REV-00657,POL-0139,EMP-0027,Compliance Analyst,26-Nov-2013,,Looks good.
REV-00658,POL-0049,EMP-0036,Senior Analyst,,Approved,Update section 3.
REV-00659,POL-0162,EMP-0046,Policy Reviewer,2025-06-08, Approved ,Looks good.
REV-00660,POL-0123,EMP-0040,Senior Analyst,09/29/2004,Approved,
REV-00661,POL-0244,EMP-0018,Department Supervisor,2006-10-08,Approved,
REV-00662,POL-0159,EMP-0025,Compliance Analyst,2003-04-07,Rejected,Looks good.
REV-00663,POL-0184,EMP-0036, Senior Analyst ,05/21/2009,Approved,Minor edits requested.
REV-00664,POL-0022,EMP-0048,Policy Reviewer,,Approved,Please verify citation.
REV-00665,POL-0106,EMP-0015,Department Supervisor,09-Feb-2012,Approved,
REV-00666,POL-0086,EMP-0023,Department Supervisor,2003-05-23,Approved,Formatting changes only.
REV-00667,POL-0299,EMP-0019, Department Supervisor ,"May 22, 2020",Approved,
REV-00668,POL-0136,EMP-0018,Department Supervisor, 2015-05-16 ,Approved,
REV-00669,POL-0151,EMP-0014, Department Supervisor ,2021-03-05,Rejected, Looks good. 
REV-00670, POL-0026 ,EMP-0036,Senior Analyst,2019-12-05,Approved,Update section 3.
 REV-00671 ,POL-0141,EMP-0035, Senior Analyst ,2001-10-27,Approved,
REV-00672,POL-0124,EMP-0022,Department Supervisor,2019-08-21,Approved,Minor edits requested.
REV-00673,POL-0266,EMP-0022,Department Supervisor,2010-02-16,Approved,Minor edits requested.
REV-00674,POL-0212,EMP-0039,Policy Analyst,01/19/2013,Approved,Looks good.
 REV-00675 ,POL-0169,EMP-0050,Policy Reviewer,2002-01-19, Rejected ,Please verify citation.
REV-00676,POL-0248,EMP-0052,Senior Analyst,10-Jul-2011,Approved,Minor edits requested.
REV-00677,POL-0017,EMP-0037,Policy Reviewer,2022-11-16,Approved,Please verify citation.
REV-00678,POL-0252,EMP-0014,Department Supervisor,12/26/2021,Approved,
REV-00679,POL-0195,EMP-0035,Senior Analyst,2013-01-17,Approved,Looks good.
REV-00680,POL-0116,EMP-0023,Department Supervisor,21-Apr-2019,Approved,Formatting changes only.
REV-00681,POL-0216,EMP-0026,Compliance Analyst,2024-01-31,Approved,Formatting changes only.
REV-00682,POL-0037, EMP-0012 ,Department Supervisor,2024-11-19,Approved,Update section 3.
 REV-00683 ,POL-0228,EMP-0041,Policy Reviewer,09-Aug-2016, Approved ,Please verify citation.
 REV-00684 ,POL-0241,EMP-0033,Compliance Analyst,2022-03-28,Approved,Please verify citation.
REV-00685,POL-0223,EMP-0031,Compliance Analyst,01/13/2023,Approved,Update section 3.
REV-00686,POL-0164,EMP-0022,Department Supervisor,2012-08-17,Approved,
REV-00687,POL-0232,EMP-0049,Senior Analyst,2014-10-20,Approved,Looks good.
REV-00688,POL-0269,,Compliance Analyst,24-Oct-2001, Approved ,
REV-00689,POL-0260, EMP-0044 ,Policy Analyst,28-Aug-2021,Approved,Minor edits requested.
REV-00690,POL-0241,EMP-0021,Department Supervisor,09-Dec-2010,Approved,
REV-00691,POL-0239,EMP-0053,Senior Analyst,"Aug 13, 2011",Approved,Looks good.
REV-00692,POL-0096,EMP-0045,Policy Analyst,2012-06-14, Approved ,Formatting changes only.
REV-00693,POL-0256,EMP-0025,Compliance Analyst,01/03/2003,Rejected,Please verify citation.
REV-00694,POL-0033,EMP-0033,Compliance Analyst,2017-12-02,Approved,Looks good.
REV-00695,POL-0175,EMP-0026,Compliance Analyst,2008-05-25,Approved,Please verify citation.
 REV-00696 ,POL-0113,EMP-0033,Compliance Analyst,2014-10-06,Approved,Please verify citation.
REV-00697,POL-0130,EMP-0033,Compliance Analyst,06-Oct-2001,,Please verify citation.
REV-00698,POL-0117,EMP-0047,Policy Reviewer,2006-11-15,Approved,Looks good.
REV-00699,POL-0134,EMP-0045,Policy Analyst,2022-07-30,Approved,Minor edits requested.
REV-00700,POL-0080,EMP-0042,Senior Analyst,2008-05-16,Approved,
REV-00701,POL-0138,EMP-0014,Department Supervisor,07/18/2004,Approved,Looks good.
REV-00702,POL-0147,EMP-0012,Department Supervisor,2010-04-24,Approved, Please verify citation. 
REV-00703,POL-0236,EMP-0011,Department Supervisor,2021-12-09,,Minor edits requested.
REV-00704,POL-0091,EMP-0019,Department Supervisor,2009-07-14,Approved,Minor edits requested.
REV-00705,POL-0001,EMP-0031,,,Approved,
REV-00706,POL-0064,EMP-0020,Department Supervisor,2001-06-25,Approved,Please verify citation.
REV-00707,POL-0058,EMP-0018,Department Supervisor,2006-11-07,Rejected,Please verify citation.
REV-00708,POL-0234,EMP-0015,Department Supervisor,2016-11-12,Rejected,Minor edits requested.
REV-00709,POL-0183,EMP-0048,Policy Reviewer, 2018-03-30 , Approved ,
REV-00710,POL-0090,EMP-0030,Compliance Analyst, 2015-08-06 ,Approved,Minor edits requested.
REV-00711,POL-0110,EMP-0021,Department Supervisor,14-Aug-2006, Approved , Formatting changes only. 
REV-00712,POL-0109,EMP-0051,Policy Analyst,2020-02-04,Approved,Update section 3.
REV-00713,POL-0055,EMP-0022, Department Supervisor ,24-Sep-2014,Approved,Formatting changes only.
 REV-00714 ,POL-0034, EMP-0025 ,Compliance Analyst,2016-07-03,Approved,Formatting changes only.
REV-00715,POL-0282,EMP-0035,Senior Analyst,, Approved ,Minor edits requested.
REV-00716,POL-0126,EMP-0019,Department Supervisor,2013-09-16,,Looks good.
REV-00717,POL-0099,EMP-0047,Policy Reviewer,30-Jul-2000,Approved,Update section 3.
REV-00718,POL-0118,EMP-0022,Department Supervisor,2001-12-13,Approved,Please verify citation.
REV-00719,POL-0175,EMP-0050,Policy Reviewer,2014-10-09,Approved,Looks good.
REV-00720,POL-0197,EMP-0042,Senior Analyst,2005-03-02,Approved,Looks good.
REV-00721,POL-0070,,Department Supervisor,"May 09, 2015",Rejected,Looks good.
REV-00722,POL-0174,EMP-0031,Compliance Analyst,"Jan 21, 2016",Approved,Looks good.
REV-00723,POL-0143,EMP-0053,Senior Analyst,2004-06-23,Approved,
REV-00724, POL-0256 , EMP-0039 ,Policy Analyst,2015-07-23,Approved,
 REV-00725 ,POL-0162,EMP-0024,,2012-05-24,Approved,Looks good.
REV-00726,POL-0027,EMP-0033,Compliance Analyst, 2003-07-16 ,Approved,Minor edits requested.
REV-00727,POL-0117,EMP-0011,Department Supervisor,2005-05-06,Approved,
REV-00728,POL-0015,EMP-0039,Policy Analyst,2017-10-23,Approved,Formatting changes only.
 REV-00729 ,POL-0286,EMP-0021,,28-Apr-2019,Approved,Update section 3.
REV-00730,POL-0091,EMP-0035,Senior Analyst,2022-08-13,Approved,Minor edits requested.
REV-00731,POL-0283,EMP-0035,,2024-12-28,,
REV-00732,POL-0034,EMP-0047, Policy Reviewer ,2022-01-02,Approved,Formatting changes only.
REV-00733,POL-0111,EMP-0021,Department Supervisor,2010-08-13,Approved,Update section 3.
REV-00734,POL-0059,EMP-0013,Department Supervisor,2003-10-21,Approved,Minor edits requested.
REV-00735,POL-0230,EMP-0031,Compliance Analyst,05/25/2001,,Minor edits requested.
REV-00736, POL-0058 ,EMP-0015,Department Supervisor,"Mar 12, 2005",Approved,Minor edits requested.
REV-00737,POL-0001,EMP-0035,Senior Analyst,,Approved,Looks good.
REV-00738, POL-0102 , EMP-0046 ,Policy Reviewer,"Nov 11, 2003",Approved,
REV-00739, POL-0033 ,EMP-0049,Senior Analyst,2015-08-28,Approved, Please verify citation. 
REV-00740,POL-0005,EMP-0012, Department Supervisor ,2022-02-25,Approved,Update section 3.
REV-00741,POL-0132,EMP-0049,Senior Analyst,2007-11-25,Rejected,Update section 3.
REV-00742, POL-0043 ,,Department Supervisor, 2007-07-18 ,Approved,
REV-00743,POL-0060,EMP-0024,Department Supervisor,2015-05-08,Approved,Looks good.
REV-00744,POL-0276,EMP-0046,Policy Reviewer,2018-11-09, Approved ,Formatting changes only.
REV-00745,POL-0186,,Compliance Analyst,2024-09-22,Approved, Formatting changes only. 
REV-00746,POL-0166,EMP-0030,Compliance Analyst,"Feb 15, 2013",Approved,
REV-00747,POL-0107,EMP-0014,Department Supervisor,2004-10-19,Approved,Update section 3.
REV-00748,POL-0250,EMP-0042,Senior Analyst,2025-02-25,Approved,Looks good.
REV-00749,POL-0263,EMP-0034,Compliance Analyst, 2002-12-11 ,Approved,
REV-00750,POL-0255,EMP-0016,Department Supervisor,2019-09-05,Approved,Minor edits requested.
REV-00751,POL-0255,EMP-0023,Department Supervisor,16-Jan-2022,Approved,  
REV-00752,POL-0203,EMP-0024,Department Supervisor,2001-08-26,Approved,Looks good.
REV-00753,POL-0004,EMP-0016,Department Supervisor, 2013-08-03 ,Approved,Update section 3.
REV-00754,POL-0142,EMP-0030,Compliance Analyst,2005-09-05,Approved,
REV-00755,POL-0229,EMP-0042,Senior Analyst,2021-08-15,Approved,Formatting changes only.
REV-00756,POL-0237,EMP-0016,Department Supervisor,2012-05-20,Approved,Formatting changes only.
REV-00757,POL-0206,EMP-0035,Senior Analyst,2024-11-26, Approved ,Looks good.
REV-00758,POL-0234,EMP-0035,Senior Analyst,2017-02-20,Approved, Minor edits requested. 
REV-00759,POL-0276,EMP-0039,Policy Analyst,2008-11-12,Approved,
REV-00760, POL-0079 ,EMP-0039,Policy Analyst,2012-04-22,Approved,Update section 3.
 REV-00761 ,POL-0117,EMP-0025,Compliance Analyst,2012-04-24,Rejected,Minor edits requested.
REV-00762,POL-0281,EMP-0020,Department Supervisor,"Apr 06, 2003",Approved,Formatting changes only.
REV-00763,POL-0086,EMP-0016,Department Supervisor,2004-11-01,Approved,Formatting changes only.
REV-00764,POL-0178,, Policy Analyst , 2015-12-02 ,Approved,Update section 3.
 REV-00765 ,POL-0099,EMP-0046,Policy Reviewer,"Sep 14, 2010", Rejected ,
REV-00766,POL-0232,EMP-0044,Policy Analyst,2017-11-11,Approved,Update section 3.
REV-00767,POL-0032,EMP-0054,Senior Analyst,2024-07-08,Approved,Update section 3.
REV-00768,POL-0069,EMP-0041,Policy Reviewer,2011-01-25,Approved,Minor edits requested.
REV-00769,POL-0235,,Senior Analyst,2004-01-15,Rejected,Formatting changes only.
REV-00770,POL-0151,EMP-0043, Policy Reviewer ,2002-01-20,Approved,Please verify citation.
REV-00771,POL-0180,EMP-0047,Policy Reviewer,2023-09-06,Approved,Formatting changes only.
REV-00772, POL-0170 ,EMP-0018, Department Supervisor ,2007-02-10,Approved,Update section 3.
 REV-00773 ,POL-0267,EMP-0021,Department Supervisor, 2008-04-02 ,Rejected,Looks good.
REV-00774,POL-0042, EMP-0019 ,Department Supervisor, 2009-02-21 ,Approved,
REV-00775,POL-0238,EMP-0016,Department Supervisor,2019-06-28,Approved,Formatting changes only.
REV-00776,POL-0099,EMP-0023,Department Supervisor,2020-01-11,Approved,Formatting changes only.
REV-00777,POL-0205,EMP-0049,Senior Analyst,2007-02-17,Approved,Minor edits requested.
REV-00778,POL-0207,EMP-0015,Department Supervisor,2014-11-03,Approved,  
REV-00779,POL-0149,EMP-0046,Policy Reviewer,, Approved ,Update section 3.
REV-00780,POL-0191,EMP-0031,Compliance Analyst,2025-04-05,Approved,Minor edits requested.
REV-00781,POL-0155,EMP-0040,Senior Analyst,2023-10-23,Approved,
REV-00782, POL-0241 ,EMP-0037, Policy Reviewer ,2023-12-09,Approved,
REV-00783,POL-0175,EMP-0020,Department Supervisor,02/02/2019, Rejected ,Looks good.
REV-00784,POL-0109,EMP-0017,Department Supervisor,2004-12-28,,Please verify citation.
REV-00785,POL-0287, EMP-0029 ,Compliance Analyst,2005-01-10,Rejected,Please verify citation.
REV-00786,POL-0155,EMP-0037,Policy Reviewer,2015-12-03,Approved, Minor edits requested. 
REV-00787,POL-0285,EMP-0052,Senior Analyst,2017-09-05,Rejected,Update section 3.
REV-00788,POL-0191,EMP-0013,Department Supervisor,2021-09-19,Approved,Looks good.
REV-00789,POL-0180,EMP-0036,Senior Analyst,2012-11-07,Approved,Looks good.
REV-00790,POL-0121,,Department Supervisor,2018-07-08,Approved, Update section 3. 
REV-00791,POL-0209,EMP-0026,Compliance Analyst,2015-05-15,Rejected,
REV-00792,POL-0101,EMP-0028,Compliance Analyst,2021-10-24,Approved,Minor edits requested.
REV-00793,POL-0250, EMP-0032 ,Compliance Analyst,2001-05-28,Rejected,Minor edits requested.
REV-00794,POL-0293,,Compliance Analyst,06/12/2014,Approved,Update section 3.
REV-00795,POL-0017,EMP-0025,Compliance Analyst,11/26/2004,Rejected,Looks good.
REV-00796,POL-0005,EMP-0039,Policy Analyst,2013-12-23,Approved,Minor edits requested.
REV-00797,POL-0113,EMP-0037,Policy Reviewer,2012-08-01,Approved,Please verify citation.
REV-00798,POL-0286,EMP-0023,Department Supervisor,2004-07-02,Approved,Update section 3.
REV-00799,POL-0206,EMP-0037,Policy Reviewer,2009-12-24,Approved,Formatting changes only.
REV-00800,POL-0132,EMP-0044,Policy Analyst,2022-03-25,Approved,Minor edits requested.
REV-00801, POL-0199 ,EMP-0043,Policy Reviewer,2003-01-07,Approved,Looks good.
REV-00802,POL-0251, EMP-0030 ,Compliance Analyst,2003-06-11,Rejected,Formatting changes only.
REV-00803,POL-0245,EMP-0036,Senior Analyst,"Mar 26, 2023",Approved,Looks good.
REV-00804,POL-0042,EMP-0047,Policy Reviewer,2024-01-06,Rejected,  
REV-00805,POL-0287,EMP-0023,Department Supervisor,2008-04-16, Approved ,Looks good.
REV-00806,POL-0243,EMP-0026,Compliance Analyst,2003-01-31,Approved,  
REV-00807,POL-0066,EMP-0014,Department Supervisor, 2020-12-21 ,Approved,Minor edits requested.
REV-00808,POL-0147,,Compliance Analyst,2009-06-06,Approved,Minor edits requested.
REV-00809,POL-0178,EMP-0043,Policy Reviewer,2021-04-27, Approved ,Update section 3.
REV-00810,POL-0205,EMP-0054, Senior Analyst ,2006-01-20,Approved,
REV-00811,POL-0240,EMP-0034,Compliance Analyst,2011-05-08,Approved,Update section 3.
REV-00812,POL-0198,EMP-0022, Department Supervisor ,,Approved,Update section 3.
REV-00813, POL-0112 ,EMP-0033, Compliance Analyst ,2025-03-25,Rejected,Minor edits requested.
REV-00814,POL-0199,EMP-0027,,2007-11-01,Rejected,Formatting changes only.
REV-00815,POL-0010, EMP-0029 , Compliance Analyst ,2004-07-20,Approved,
 REV-00816 ,POL-0245,EMP-0014,Department Supervisor,1999-12-31,Approved,Looks good.
REV-00817,POL-0167,EMP-0025,Compliance Analyst,2010-02-10,Approved,Formatting changes only.
REV-00818,POL-0133,EMP-0054, Senior Analyst ,2010-08-06,,Looks good.
REV-00819,POL-0073,EMP-0052,Senior Analyst,2012-07-26, Rejected ,Update section 3.
REV-00820,POL-0058,EMP-0012, Department Supervisor ,2023-07-10,Approved,Formatting changes only.
REV-00821,POL-0240,EMP-0041,Policy Reviewer,11/23/2000,Approved,Looks good.
REV-00822,POL-0300,EMP-0049,Senior Analyst,04/07/2008,Approved,
REV-00823,POL-0031,EMP-0027,Compliance Analyst,2010-07-15,Approved,Please verify citation.
REV-00824,POL-0241,EMP-0052,Senior Analyst,"Mar 14, 2014",Approved,Minor edits requested.
REV-00825,POL-0113,EMP-0035,Senior Analyst,2019-07-05,Approved,Minor edits requested.
REV-00826,POL-0216,EMP-0027,,2021-02-01,Approved,Looks good.
REV-00827,POL-0260,,Compliance Analyst, 2021-06-07 ,Approved,Formatting changes only.
REV-00828,POL-0060,EMP-0050, Policy Reviewer ,2023-11-08,Approved,Update section 3.
 REV-00829 ,POL-0070, EMP-0011 ,Department Supervisor,,Approved,Please verify citation.
REV-00830,POL-0096, EMP-0046 ,Policy Reviewer,2017-04-14,Approved,Formatting changes only.
REV-00831,POL-0271,EMP-0030,Compliance Analyst,2013-03-06,Approved,Formatting changes only.
REV-00832,POL-0272, EMP-0041 ,Policy Reviewer,2005-05-07,Approved,
REV-00833,POL-0011,EMP-0028,Compliance Analyst, 2015-08-01 ,Approved,Formatting changes only.
REV-00834,POL-0283,EMP-0028,Compliance Analyst,2015-01-31, Rejected ,Minor edits requested.
REV-00835, POL-0262 ,,Department Supervisor,"Nov 25, 2013",Approved,Looks good.
REV-00836,POL-0154,EMP-0026,Compliance Analyst,2023-09-14,Approved,
REV-00837,POL-0021,EMP-0053,Senior Analyst,2018-08-16,Approved,Minor edits requested.
REV-00838,POL-0106,EMP-0012,Department Supervisor, 2006-10-10 ,Approved,Formatting changes only.
 REV-00839 ,POL-0104, EMP-0029 ,Compliance Analyst,2022-10-22,Approved,Minor edits requested.
REV-00840,POL-0181, EMP-0036 ,Senior Analyst,2019-04-10,Approved,
 REV-00841 ,POL-0255,EMP-0048,Policy Reviewer,2002-01-30, Approved ,Formatting changes only.
REV-00842,POL-0287,EMP-0032,Compliance Analyst,"Jan 06, 2009",Rejected,Formatting changes only.
REV-00843, POL-0139 ,EMP-0054,Senior Analyst,2010-06-22,Approved,Please verify citation.
REV-00844,POL-0072,EMP-0053,Senior Analyst,2021-11-02,Approved,Minor edits requested.
 REV-00845 ,POL-0247,EMP-0030,Compliance Analyst,2023-04-03,Approved,Looks good.
REV-00846,POL-0131, EMP-0022 ,Department Supervisor,"Jul 16, 2025",Approved,Minor edits requested.
REV-00847,POL-0092,EMP-0041,Policy Reviewer,16-Nov-2004, Approved ,Looks good.
REV-00848,POL-0006,EMP-0046,Policy Reviewer,2012-02-06,Approved,Looks good.
REV-00849,POL-0142,EMP-0052, Senior Analyst ,2015-07-22,Approved,
REV-00850,POL-0214,EMP-0033,Compliance Analyst,2010-06-20,Approved, Looks good. 
REV-00851,POL-0044,EMP-0037,Policy Reviewer,10-Apr-2014, Approved , Minor edits requested. 
REV-00852,POL-0070,EMP-0027,Compliance Analyst,2017-03-03,Approved, Please verify citation. 
REV-00853,POL-0085,EMP-0040,Senior Analyst,2013-09-08,Approved,
REV-00854,POL-0217,EMP-0014, Department Supervisor ,2021-08-09,Approved, Formatting changes only. 
REV-00855,POL-0077,,Policy Reviewer,2003-09-10,Approved,Looks good.
REV-00856, POL-0174 ,EMP-0018, Department Supervisor ,12/12/2022, Approved , Formatting changes only. 
 REV-00857 ,POL-0124,,Policy Analyst,, Approved ,Minor edits requested.
REV-00858,POL-0163,EMP-0014,Department Supervisor,2019-01-11,Approved,Looks good.
REV-00859,POL-0105,EMP-0023,,2006-08-29,Approved,Minor edits requested.
REV-00860,POL-0059,EMP-0047,Policy Reviewer,2018-11-08,Approved,Update section 3.
REV-00861,POL-0200,EMP-0031,Compliance Analyst,"Dec 03, 2006",Approved,Formatting changes only.
REV-00862, POL-0261 ,EMP-0016,Department Supervisor,2008-08-02,Approved,Update section 3.
REV-00863,POL-0192,EMP-0051,Policy Analyst,2015-06-02,Approved,Looks good.
REV-00864, POL-0010 ,EMP-0051,Policy Analyst,2014-07-22,Approved,
REV-00865,POL-0285,EMP-0039,Policy Analyst,2000-09-16,Approved,Minor edits requested.
REV-00866,POL-0263,EMP-0021,, 2009-11-21 ,Approved,Please verify citation.
REV-00867,POL-0058,EMP-0042,Senior Analyst,2007-08-09,Rejected,
REV-00868,POL-0146,,Policy Reviewer,2006-04-21,Approved,Update section 3.
REV-00869,POL-0219,EMP-0036,Senior Analyst,2019-10-05,Approved,Update section 3.
REV-00870,POL-0191,,Senior Analyst,11/29/2021,Approved,
REV-00871, POL-0148 ,EMP-0045,,2002-03-11,Approved,Looks good.
REV-00872,POL-0291,EMP-0011,Department Supervisor,2017-03-26,Approved,Minor edits requested.
REV-00873,POL-0027,EMP-0023, Department Supervisor ,2024-04-26,Approved,
REV-00874,POL-0040,EMP-0051,Policy Analyst,2000-09-06,Approved,
REV-00875,POL-0198,EMP-0025,Compliance Analyst,2011-08-29,Approved,Formatting changes only.
REV-00876,POL-0292,EMP-0030,Compliance Analyst,2015-12-11,Approved,Looks good.
REV-00877,POL-0226,EMP-0035,Senior Analyst,07-Feb-2005,Rejected,Please verify citation.
REV-00878,POL-0281,EMP-0021,Department Supervisor, 2014-03-25 ,Approved,
REV-00879,POL-0297,EMP-0030,Compliance Analyst,2002-07-20,Approved,Minor edits requested.
REV-00880,POL-0165,EMP-0044,,2020-12-12,Approved,Please verify citation.
REV-00881, POL-0041 ,EMP-0032,Compliance Analyst,2024-01-04,Approved,Update section 3.
REV-00882, POL-0059 ,EMP-0032,Compliance Analyst,02-Jul-2006,Approved,Update section 3.
REV-00883,POL-0273,EMP-0023,Department Supervisor,08/11/2016, Approved ,Looks good.
REV-00884,POL-0219,EMP-0012,Department Supervisor,,Approved,Looks good.
REV-00885, POL-0040 ,EMP-0019,Department Supervisor,24-Jul-2010, Approved ,Looks good.
REV-00886,POL-0275,EMP-0048,Policy Reviewer,2001-06-25,Approved,Please verify citation.
REV-00887,POL-0273,EMP-0018,Department Supervisor,,Approved,Minor edits requested.
REV-00888,POL-0133,EMP-0035,Senior Analyst,"Mar 05, 2002",Approved,Formatting changes only.
REV-00889,POL-0220,EMP-0045,Policy Analyst,2011-12-21,Approved,Please verify citation.
REV-00890,POL-0024,EMP-0049,Senior Analyst,2002-09-05,Approved,
REV-00891,POL-0283,EMP-0052,Senior Analyst,2005-05-07,Rejected,
REV-00892,POL-0132,EMP-0018, Department Supervisor , 2002-08-30 ,Approved,Update section 3.
REV-00893,POL-0167,EMP-0035,Senior Analyst,2020-06-05,Approved,
REV-00894,POL-0239,EMP-0027, Compliance Analyst ,01/17/2025,,Update section 3.
REV-00895, POL-0053 ,EMP-0024,Department Supervisor,2007-05-14,Approved,Formatting changes only.
REV-00896,POL-0116,EMP-0030,Compliance Analyst,11/30/2000,Approved,Update section 3.
REV-00897,POL-0017,EMP-0053,,10-Jan-2005,Approved,Please verify citation.
 REV-00898 ,POL-0119,EMP-0050,Policy Reviewer,08/10/2012,Approved,Please verify citation.
REV-00899,POL-0155,EMP-0037,Policy Reviewer,2006-08-26,Approved,
REV-00900,POL-0128,EMP-0050,Policy Reviewer,2023-06-12,Approved,
REV-00901,POL-0233,EMP-0018,Department Supervisor,,Approved,
REV-00902,POL-0299,EMP-0023,Department Supervisor,2022-10-28,Approved,Please verify citation.
REV-00903,POL-0153,,Compliance Analyst,2009-06-16,Approved,Please verify citation.
REV-00904,POL-0184,EMP-0033,Compliance Analyst,2009-07-18, Approved ,Formatting changes only.
REV-00905,POL-0145,EMP-0029,,2018-11-17,Approved,Looks good.
REV-00906,POL-0239,EMP-0046,Policy Reviewer,2002-04-07,Approved,Update section 3.
REV-00907,POL-0180, EMP-0041 ,,2009-10-24,Approved,Minor edits requested.
REV-00908,POL-0146,,Department Supervisor,2011-01-07,Approved,  
REV-00909,POL-0187,EMP-0018,Department Supervisor,2004-06-28,Approved,Please verify citation.
REV-00910,POL-0293,EMP-0020,Department Supervisor,2022-08-30,Approved,
REV-00911,POL-0052,EMP-0015,Department Supervisor,2023-06-14,Approved,Formatting changes only.
REV-00912,POL-0082,,Compliance Analyst,2005-01-15,Approved,Formatting changes only.
REV-00913,POL-0182,EMP-0040,Senior Analyst,2010-11-13,Approved, Minor edits requested. 
REV-00914,POL-0299,EMP-0040,Senior Analyst,05/06/2012,Approved,
REV-00915,POL-0077,EMP-0022,Department Supervisor,2004-12-22,Approved,
 REV-00916 ,POL-0002,EMP-0034,Compliance Analyst,2013-07-13,Approved,Formatting changes only.
REV-00917,POL-0259,EMP-0038,Senior Analyst,2014-07-11,Approved,Formatting changes only.
REV-00918,POL-0165,EMP-0017,Department Supervisor,,Approved,
REV-00919,POL-0045,EMP-0019,Department Supervisor,12/06/2000,Approved,Formatting changes only.
REV-00920,POL-0092,EMP-0032,Compliance Analyst,2008-02-23,Approved,Minor edits requested.
REV-00921,POL-0054,EMP-0050,Policy Reviewer,2020-02-18,Rejected,Minor edits requested.
REV-00922,POL-0008,EMP-0034,Compliance Analyst,2004-08-31,Approved,Minor edits requested.
 REV-00923 ,POL-0231,EMP-0018,,2008-09-13,Approved,Update section 3.
REV-00924,POL-0152,, Senior Analyst ,2018-06-14,Approved,Minor edits requested.
REV-00925,POL-0008,EMP-0041,Policy Reviewer,2017-10-19,Approved,
REV-00926,POL-0275,EMP-0018,Department Supervisor,2007-12-24,Approved,Looks good.
REV-00927,POL-0043,EMP-0021,Department Supervisor,2003-02-16,Approved,
REV-00928, POL-0039 ,EMP-0048,Policy Reviewer,2019-02-28, Approved ,Update section 3.
REV-00929,POL-0157,EMP-0022,Department Supervisor,2020-02-25, Approved ,Please verify citation.
