ReviewID,PolicyID,ReviewerEmployeeID,ReviewDate,ReviewStatus,Comments
REV-00742,POL-0043,EMP-0011,4/15/21,Approved,No Changes Required.
REV-00743,POL-0060,EMP-0033,4/16/21,Approved,Looks good.
REV-00744,POL-0276,EMP-0026,4/16/21,Approved,Formatting changes only.
REV-00745,POL-0186,EMP-0034,4/16/21,Approved,Formatting changes only.
REV-00746,POL-0166,EMP-0027,4/19/21,Approved,No Changes Required.
REV-00747,POL-0107,EMP-0030,4/19/21,Approved,Update section 3.
REV-00748,POL-0250,EMP-0026,4/19/21,Approved,Looks good.
REV-00749,POL-0263,EMP-0011,4/20/21,Approved,No Changes Required.
REV-00750,POL-0255,EMP-0026,4/26/21,Approved,Minor edits requested.
REV-00751,POL-0255,EMP-0031,4/26/21,Approved,Update section 1.
REV-00752,POL-0203,EMP-0011,4/27/21,Approved,Looks good.
REV-00753,POL-0004,EMP-0025,4/28/21,Approved,Update section 3.
REV-00754,POL-0142,EMP-0025,4/29/21,Approved,No Changes Required.
REV-00755,POL-0229,EMP-0030,4/29/21,Approved,Formatting changes only.
REV-00756,POL-0237,EMP-0030,4/30/21,Approved,Formatting changes only.
REV-00757,POL-0206,EMP-0026,5/3/21,Approved,Looks good.
REV-00758,POL-0234,EMP-0030,5/7/21,Approved,Minor edits requested.
REV-00759,POL-0276,EMP-0028,5/10/21,Approved,No Changes Required.
REV-00760,POL-0079,EMP-0030,5/10/21,Approved,Update section 3.
REV-00761,POL-0117,EMP-0011,5/10/21,Rejected,Minor edits requested.
REV-00762,POL-0281,EMP-0026,5/10/21,Approved,Formatting changes only.
REV-00763,POL-0086,EMP-0027,5/11/21,Approved,Formatting changes only.
REV-00764,POL-0178,EMP-0028,5/12/21,Approved,Update section 3.
REV-00765,POL-0099,EMP-0033,5/12/21,Rejected,No Changes Required.
REV-00766,POL-0232,EMP-0028,5/13/21,Approved,Update section 3.
REV-00767,POL-0032,EMP-0027,5/14/21,Approved,Update section 3.
REV-00768,POL-0069,EMP-0033,5/14/21,Approved,Minor edits requested.
REV-00769,POL-0235,EMP-0034,5/17/21,Rejected,Formatting changes only.
REV-00770,POL-0151,EMP-0034,5/17/21,Approved,Please verify citation.
REV-00771,POL-0180,EMP-0030,5/18/21,Approved,Formatting changes only.
REV-00772,POL-0170,EMP-0011,5/18/21,Approved,Update section 3.
REV-00773,POL-0267,EMP-0011,5/19/21,Rejected,Looks good.
REV-00774,POL-0042,EMP-0026,5/20/21,Approved,No Changes Required.
REV-00775,POL-0238,EMP-0030,5/24/21,Approved,Formatting changes only.
REV-00776,POL-0099,EMP-0026,5/24/21,Approved,Formatting changes only.
REV-00777,POL-0205,EMP-0031,5/25/21,Approved,Minor edits requested.
REV-00778,POL-0207,EMP-0032,5/26/21,Approved,Update section 2.
REV-00779,POL-0149,EMP-0027,5/26/21,Approved,Update section 3.
REV-00780,POL-0191,EMP-0032,5/26/21,Approved,Minor edits requested.
REV-00781,POL-0155,EMP-0026,5/28/21,Approved,No Changes Required.
REV-00782,POL-0241,EMP-0031,6/1/21,Approved,No Changes Required.
REV-00783,POL-0175,EMP-0030,6/1/21,Rejected,Looks good.
REV-00784,POL-0109,EMP-0030,6/1/21,Approved,Please verify citation.
REV-00785,POL-0287,EMP-0032,6/1/21,Rejected,Please verify citation.
REV-00786,POL-0155,EMP-0030,6/1/21,Approved,Minor edits requested.
REV-00787,POL-0285,EMP-0031,6/1/21,Rejected,Update section 3.
REV-00788,POL-0191,EMP-0031,6/4/21,Approved,Looks good.
REV-00789,POL-0180,EMP-0030,6/7/21,Approved,Looks good.
REV-00790,POL-0121,EMP-0030,6/7/21,Approved,Update section 3.
REV-00791,POL-0209,EMP-0030,6/10/21,Rejected,No Changes Required.
REV-00792,POL-0101,EMP-0011,6/14/21,Approved,Minor edits requested.
REV-00793,POL-0250,EMP-0025,6/14/21,Rejected,Minor edits requested.
REV-00794,POL-0293,EMP-0025,6/14/21,Approved,Update section 3.
REV-00795,POL-0017,EMP-0029,6/15/21,Rejected,Looks good.
REV-00796,POL-0005,EMP-0032,6/15/21,Approved,Minor edits requested.
REV-00797,POL-0113,EMP-0032,6/16/21,Approved,Please verify citation.
REV-00798,POL-0286,EMP-0026,6/16/21,Approved,Update section 3.
REV-00799,POL-0206,EMP-0026,6/16/21,Approved,Formatting changes only.
REV-00800,POL-0132,EMP-0029,6/17/21,Approved,Minor edits requested.
REV-00801,POL-0199,EMP-0033,6/21/21,Approved,Looks good.
REV-00802,POL-0251,EMP-0032,6/21/21,Rejected,Formatting changes only.
REV-00803,POL-0245,EMP-0011,6/21/21,Approved,Looks good.
REV-00804,POL-0042,EMP-0011,6/21/21,Rejected,Update section 2.
REV-00805,POL-0287,EMP-0031,6/23/21,Approved,Looks good.
REV-00806,POL-0243,EMP-0033,6/23/21,Approved,Update section 4.
REV-00807,POL-0066,EMP-0033,6/24/21,Approved,Minor edits requested.
REV-00808,POL-0147,EMP-0032,6/25/21,Approved,Minor edits requested.
REV-00809,POL-0178,EMP-0011,6/28/21,Approved,Update section 3.
REV-00809,POL-0178,EMP-0034,6/25/21,Approved,Update section 3.
REV-00810,POL-0205,EMP-0029,6/28/21,Approved,No Changes Required.
REV-00811,POL-0240,EMP-0030,7/1/21,Approved,Update section 3.
REV-00812,POL-0198,EMP-0029,7/2/21,Approved,Update section 3.
REV-00813,POL-0112,EMP-0033,7/2/21,Rejected,Minor edits requested.
REV-00814,POL-0199,EMP-0031,7/2/21,Rejected,Formatting changes only.
REV-00815,POL-0010,EMP-0025,7/6/21,Approved,No Changes Required.
REV-00816,POL-0245,EMP-0011,7/6/21,Approved,Looks good.
REV-00817,POL-0167,EMP-0029,7/6/21,Approved,Formatting changes only.
REV-00818,POL-0133,EMP-0026,7/6/21,Rejected,Looks good.
REV-00819,POL-0073,EMP-0034,7/12/21,Rejected,Update section 3.
REV-00820,POL-0058,EMP-0032,7/12/21,Approved,Formatting changes only.
REV-00821,POL-0240,EMP-0033,7/12/21,Approved,Looks good.
REV-00822,POL-0300,EMP-0028,7/14/21,Approved,No Changes Required.
REV-00823,POL-0031,EMP-0034,7/15/21,Approved,Please verify citation.
REV-00824,POL-0241,EMP-0027,7/19/21,Approved,Minor edits requested.
REV-00825,POL-0113,EMP-0026,7/19/21,Approved,Minor edits requested.
REV-00826,POL-0216,EMP-0031,7/19/21,Approved,Looks good.
REV-00827,POL-0260,EMP-0026,7/19/21,Approved,Formatting changes only.
REV-00828,POL-0060,EMP-0025,7/19/21,Approved,Update section 3.
REV-00829,POL-0070,EMP-0030,7/19/21,Approved,Please verify citation.
REV-00830,POL-0096,EMP-0011,7/19/21,Approved,Formatting changes only.
REV-00831,POL-0271,EMP-0028,7/19/21,Approved,Formatting changes only.
REV-00832,POL-0272,EMP-0011,7/20/21,Approved,No Changes Required.
REV-00833,POL-0011,EMP-0027,7/20/21,Approved,Formatting changes only.
REV-00834,POL-0283,EMP-0027,7/22/21,Rejected,Minor edits requested.
REV-00835,POL-0262,EMP-0031,7/22/21,Approved,Looks good.
REV-00836,POL-0154,EMP-0025,7/22/21,Approved,No Changes Required.
REV-00837,POL-0021,EMP-0026,7/23/21,Approved,Minor edits requested.
REV-00838,POL-0106,EMP-0029,7/26/21,Approved,Formatting changes only.
REV-00839,POL-0104,EMP-0034,7/26/21,Approved,Minor edits requested.
REV-00840,POL-0181,EMP-0011,7/28/21,Approved,No Changes Required.
REV-00841,POL-0255,EMP-0027,7/29/21,Approved,Formatting changes only.
REV-00842,POL-0287,EMP-0034,7/30/21,Rejected,Formatting changes only.
REV-00843,POL-0139,EMP-0033,7/30/21,Approved,Please verify citation.
REV-00844,POL-0072,EMP-0028,7/30/21,Approved,Minor edits requested.
REV-00845,POL-0247,EMP-0033,7/30/21,Approved,Looks good.
REV-00846,POL-0131,EMP-0027,8/2/21,Approved,Minor edits requested.
REV-00847,POL-0092,EMP-0030,8/3/21,Approved,Looks good.
REV-00848,POL-0006,EMP-0033,8/3/21,Approved,Looks good.
REV-00849,POL-0142,EMP-0029,8/4/21,Approved,No Changes Required.
REV-00850,POL-0214,EMP-0026,8/9/21,Approved,Looks good.
REV-00851,POL-0044,EMP-0030,8/9/21,Approved,Minor edits requested.
REV-00852,POL-0070,EMP-0027,8/9/21,Approved,Please verify citation.
REV-00853,POL-0085,EMP-0029,8/9/21,Approved,No Changes Required.
REV-00854,POL-0217,EMP-0031,8/10/21,Approved,Formatting changes only.
REV-00855,POL-0077,EMP-0032,8/11/21,Approved,Looks good.
REV-00856,POL-0174,EMP-0032,8/11/21,Approved,Formatting changes only.
REV-00857,POL-0124,EMP-0034,8/12/21,Approved,Minor edits requested.
REV-00858,POL-0163,EMP-0027,8/12/21,Approved,Looks good.
REV-00859,POL-0105,EMP-0031,8/13/21,Approved,Minor edits requested.
REV-00859,POL-0105,EMP-0029,8/12/21,Approved,Minor edits requested.
REV-00860,POL-0059,EMP-0034,8/13/21,Approved,Update section 3.
REV-00861,POL-0200,EMP-0033,8/16/21,Approved,Formatting changes only.
REV-00862,POL-0261,EMP-0034,8/16/21,Approved,Update section 3.
REV-00863,POL-0192,EMP-0034,8/18/21,Approved,Looks good.
REV-00864,POL-0010,EMP-0034,8/18/21,Approved,No Changes Required.
REV-00865,POL-0285,EMP-0027,8/20/21,Approved,Minor edits requested.
REV-00866,POL-0263,EMP-0029,8/20/21,Approved,Please verify citation.
REV-00867,POL-0058,EMP-0027,8/20/21,Rejected,No Changes Required.
REV-00868,POL-0146,EMP-0026,8/23/21,Approved,Update section 3.
REV-00869,POL-0219,EMP-0033,8/23/21,Approved,Update section 3.
REV-00869,POL-0219,EMP-0032,8/23/21,Approved,Update section 3.
REV-00870,POL-0191,EMP-0032,8/23/21,Approved,No Changes Required.
REV-00871,POL-0148,EMP-0026,8/23/21,Approved,Looks good.
REV-00872,POL-0291,EMP-0027,8/24/21,Approved,Minor edits requested.
REV-00873,POL-0027,EMP-0029,8/25/21,Approved,No Changes Required.
REV-00874,POL-0040,EMP-0027,8/25/21,Approved,No Changes Required.
REV-00875,POL-0198,EMP-0033,8/27/21,Approved,Formatting changes only.
REV-00875,POL-0198,EMP-0029,8/25/21,Approved,Formatting changes only.
REV-00876,POL-0292,EMP-0027,8/27/21,Approved,Looks good.
REV-00877,POL-0226,EMP-0027,8/30/21,Rejected,Please verify citation.
REV-00878,POL-0281,EMP-0011,8/30/21,Approved,No Changes Required.
REV-00879,POL-0297,EMP-0027,8/31/21,Approved,Minor edits requested.
REV-00880,POL-0165,EMP-0029,9/1/21,Approved,Please verify citation.
REV-00881,POL-0041,EMP-0011,9/1/21,Approved,Update section 3.
REV-00882,POL-0059,EMP-0011,9/3/21,Approved,Update section 3.
REV-00882,POL-0059,EMP-0027,9/2/21,Approved,Update section 3.
REV-00883,POL-0273,EMP-0033,9/3/21,Approved,Looks good.
REV-00884,POL-0219,EMP-0025,9/7/21,Approved,Looks good.
REV-00885,POL-0040,EMP-0034,9/9/21,Approved,Looks good.
REV-00886,POL-0275,EMP-0033,9/9/21,Approved,Please verify citation.
REV-00887,POL-0273,EMP-0034,9/13/21,Approved,Minor edits requested.
REV-00888,POL-0133,EMP-0011,9/13/21,Approved,Formatting changes only.
REV-00889,POL-0220,EMP-0011,9/14/21,Approved,Please verify citation.
REV-00890,POL-0024,EMP-0030,9/15/21,Approved,No Changes Required.
REV-00891,POL-0283,EMP-0029,9/15/21,Rejected,No Changes Required.
REV-00892,POL-0132,EMP-0011,9/16/21,Approved,Update section 3.
REV-00893,POL-0167,EMP-0025,9/17/21,Approved,No Changes Required.
REV-00894,POL-0239,EMP-0032,9/20/21,Approved,Update section 3.
REV-00895,POL-0053,EMP-0028,9/21/21,Approved,Formatting changes only.
REV-00896,POL-0116,EMP-0028,9/21/21,Approved,Update section 3.
REV-00897,POL-0017,EMP-0025,9/23/21,Approved,Please verify citation.
REV-00898,POL-0119,EMP-0034,9/23/21,Approved,Please verify citation.
REV-00899,POL-0155,EMP-0030,9/24/21,Approved,No Changes Required.
REV-00900,POL-0128,EMP-0029,9/28/21,Approved,No Changes Required.
REV-00901,POL-0233,EMP-0033,9/29/21,Approved,No Changes Required.
REV-00902,POL-0299,EMP-0032,9/29/21,Approved,Please verify citation.
REV-00903,POL-0153,EMP-0032,9/30/21,Approved,Please verify citation.
REV-00904,POL-0184,EMP-0034,10/1/21,Approved,Formatting changes only.
REV-00905,POL-0145,EMP-0033,10/4/21,Approved,Looks good.
REV-00906,POL-0239,EMP-0029,10/4/21,Approved,Update section 3.
REV-00907,POL-0180,EMP-0034,10/4/21,Approved,Minor edits requested.
REV-00908,POL-0146,EMP-0032,10/13/21,Approved,Update section 4.
REV-00909,POL-0187,EMP-0034,10/14/21,Approved,Please verify citation.
REV-00910,POL-0293,EMP-0025,10/14/21,Approved,No Changes Required.
REV-00911,POL-0052,EMP-0030,10/15/21,Approved,Formatting changes only.
REV-00912,POL-0082,EMP-0029,10/15/21,Approved,Formatting changes only.
REV-00913,POL-0182,EMP-0011,10/15/21,Approved,Minor edits requested.
REV-00914,POL-0299,EMP-0033,10/18/21,Approved,No Changes Required.
REV-00915,POL-0077,EMP-0027,10/18/21,Approved,No Changes Required.
REV-00916,POL-0002,EMP-0030,10/18/21,Approved,Formatting changes only.
REV-00917,POL-0259,EMP-0028,10/18/21,Approved,Formatting changes only.
REV-00918,POL-0165,EMP-0025,10/18/21,Approved,No Changes Required.
REV-00919,POL-0045,EMP-0029,10/18/21,Approved,Formatting changes only.
REV-00920,POL-0092,EMP-0029,10/19/21,Approved,Minor edits requested.
REV-00921,POL-0054,EMP-0032,10/20/21,Rejected,Minor edits requested.
REV-00922,POL-0008,EMP-0030,10/20/21,Approved,Minor edits requested.
REV-00923,POL-0231,EMP-0027,10/21/21,Approved,Update section 3.
REV-00924,POL-0152,EMP-0029,10/25/21,Approved,Minor edits requested.
REV-00925,POL-0008,EMP-0025,10/25/21,Approved,No Changes Required.
REV-00926,POL-0275,EMP-0033,10/25/21,Approved,Looks good.
REV-00927,POL-0043,EMP-0011,10/26/21,Approved,No Changes Required.
REV-00928,POL-0039,EMP-0030,10/26/21,Approved,Update section 3.
REV-00929,POL-0157,EMP-0029,10/27/21,Approved,Please verify citation.
REV-00930,POL-0117,EMP-0032,10/28/21,Approved,Please verify citation.
REV-00931,POL-0236,EMP-0025,10/28/21,Rejected,Formatting changes only.
REV-00932,POL-0101,EMP-0030,10/29/21,Approved,Update section 3.
REV-00933,POL-0243,EMP-0031,11/1/21,Rejected,Update section 3.
REV-00934,POL-0038,EMP-0025,11/1/21,Approved,Minor edits requested.
REV-00935,POL-0262,EMP-0030,11/1/21,Approved,Formatting changes only.
REV-00936,POL-0230,EMP-0033,11/2/21,Approved,Formatting changes only.
REV-00937,POL-0134,EMP-0026,11/3/21,Approved,Minor edits requested.
REV-00938,POL-0252,EMP-0029,11/3/21,Approved,Formatting changes only.
REV-00939,POL-0166,EMP-0025,11/8/21,Approved,No Changes Required.
REV-00940,POL-0252,EMP-0028,11/8/21,Approved,Minor edits requested.
REV-00941,POL-0084,EMP-0027,11/8/21,Approved,Please verify citation.
REV-00942,POL-0116,EMP-0011,11/8/21,Approved,Formatting changes only.
REV-00943,POL-0248,EMP-0029,11/8/21,Rejected,Update section 3.
REV-00944,POL-0196,EMP-0032,11/8/21,Rejected,No Changes Required.
REV-00945,POL-0079,EMP-0027,11/10/21,Approved,Looks good.
REV-00946,POL-0045,EMP-0029,11/12/21,Approved,No Changes Required.
REV-00947,POL-0048,EMP-0028,11/12/21,Approved,Please verify citation.
REV-00948,POL-0264,EMP-0030,11/12/21,Approved,Looks good.
REV-00949,POL-0151,EMP-0031,11/12/21,Approved,Update section 3.
REV-00950,POL-0203,EMP-0027,11/15/21,Approved,Update section 3.
REV-00951,POL-0285,EMP-0031,11/15/21,Approved,No Changes Required.
REV-00952,POL-0196,EMP-0027,11/16/21,Approved,No Changes Required.
REV-00953,POL-0052,EMP-0030,11/17/21,Rejected,Update section 3.
REV-00954,POL-0131,EMP-0027,11/17/21,Approved,Please verify citation.
REV-00955,POL-0197,EMP-0026,11/18/21,Approved,No Changes Required.
REV-00956,POL-0013,EMP-0028,11/19/21,Rejected,Please verify citation.
REV-00957,POL-0148,EMP-0011,11/22/21,Approved,Formatting changes only.
REV-00958,POL-0043,EMP-0033,11/23/21,Approved,Minor edits requested.
REV-00959,POL-0068,EMP-0026,11/23/21,Approved,Update section 3.
REV-00960,POL-0036,EMP-0028,11/24/21,Rejected,Please verify citation.
REV-00961,POL-0188,EMP-0034,11/24/21,Approved,Minor edits requested.
REV-00962,POL-0202,EMP-0032,11/26/21,Approved,Update section 5.
REV-00963,POL-0037,EMP-0028,11/29/21,Approved,Minor edits requested.
REV-00964,POL-0300,EMP-0034,11/29/21,Approved,Minor edits requested.
REV-00965,POL-0010,EMP-0027,11/29/21,Approved,Minor edits requested.
REV-00966,POL-0054,EMP-0025,12/1/21,Approved,Looks good.
REV-00967,POL-0256,EMP-0034,12/1/21,Approved,Formatting changes only.
REV-00968,POL-0063,EMP-0027,12/2/21,Approved,Minor edits requested.
REV-00969,POL-0176,EMP-0027,12/2/21,Approved,No Changes Required.
REV-00970,POL-0053,EMP-0032,12/3/21,Approved,Update section 3.
REV-00971,POL-0138,EMP-0033,12/3/21,Approved,No Changes Required.
REV-00972,POL-0097,EMP-0025,12/6/21,Approved,Formatting changes only.
REV-00973,POL-0027,EMP-0032,12/6/21,Approved,Update section 3.
REV-00974,POL-0168,EMP-0034,12/6/21,Approved,Update section 3.
REV-00975,POL-0006,EMP-0034,12/7/21,Approved,Formatting changes only.
REV-00976,POL-0102,EMP-0027,12/8/21,Rejected,Update section 3.
REV-00977,POL-0130,EMP-0027,12/13/21,Approved,No Changes Required.
REV-00978,POL-0117,EMP-0031,12/13/21,Approved,No Changes Required.
REV-00979,POL-0053,EMP-0028,12/14/21,Rejected,Please verify citation.
REV-00980,POL-0096,EMP-0026,12/15/21,Approved,Update section 3.
REV-00981,POL-0021,EMP-0032,12/16/21,Approved,Formatting changes only.
REV-00982,POL-0141,EMP-0034,12/20/21,Approved,Update section 3.
REV-00983,POL-0166,EMP-0031,12/20/21,Approved,Update section 3.
REV-00984,POL-0178,EMP-0027,12/22/21,Approved,Update section 3.
REV-00985,POL-0271,EMP-0025,12/22/21,Approved,Formatting changes only.
REV-00986,POL-0293,EMP-0026,12/22/21,Approved,Formatting changes only.
REV-00987,POL-0078,EMP-0029,12/23/21,Approved,Looks good.
REV-00988,POL-0184,EMP-0011,12/27/21,Approved,No Changes Required.
REV-00989,POL-0188,EMP-0032,1/3/22,Approved,Minor edits requested.
REV-00990,POL-0290,EMP-0026,1/3/22,Approved,Looks good.
REV-00991,POL-0067,EMP-0033,1/3/22,Approved,Formatting changes only.
REV-00992,POL-0088,EMP-0028,1/3/22,Approved,No Changes Required.
REV-00993,POL-0270,EMP-0028,1/6/22,Rejected,Please verify citation.
REV-00994,POL-0026,EMP-0030,1/7/22,Approved,Formatting changes only.
REV-00995,POL-0279,EMP-0031,1/7/22,Approved,Update section 3.
REV-00996,POL-0005,EMP-0026,1/10/22,Approved,No Changes Required.
REV-00997,POL-0122,EMP-0028,1/11/22,Approved,Looks good.
REV-00998,POL-0277,EMP-0030,1/12/22,Approved,No Changes Required.
REV-00999,POL-0142,EMP-0027,1/18/22,Approved,Looks good.
REV-01000,POL-0152,EMP-0029,1/18/22,Approved,Minor edits requested.
REV-01001,POL-0180,EMP-0029,1/18/22,Approved,Formatting changes only.
REV-01002,POL-0261,EMP-0034,1/18/22,Approved,Please verify citation.
REV-01003,POL-0026,EMP-0034,1/18/22,Rejected,Update section 3.
REV-01004,POL-0036,EMP-0031,1/19/22,Approved,Formatting changes only.
REV-01005,POL-0042,EMP-0030,1/24/22,Approved,Please verify citation.
REV-01006,POL-0293,EMP-0011,1/24/22,Approved,Please verify citation.
REV-01007,POL-0044,EMP-0026,1/24/22,Approved,No Changes Required.
REV-01008,POL-0038,EMP-0032,1/25/22,Approved,Update section 3.
REV-01009,POL-0171,EMP-0026,1/26/22,Approved,No Changes Required.
REV-01010,POL-0075,EMP-0033,1/26/22,Approved,Looks good.
REV-01011,POL-0257,EMP-0026,1/26/22,Rejected,Formatting changes only.
REV-01012,POL-0119,EMP-0027,1/27/22,Approved,Please verify citation.
REV-01013,POL-0120,EMP-0033,1/31/22,Approved,Minor edits requested.
REV-01014,POL-0221,EMP-0031,1/31/22,Approved,Formatting changes only.
REV-01015,POL-0200,EMP-0034,2/2/22,Approved,Looks good.
REV-01016,POL-0153,EMP-0026,2/7/22,Approved,Update section 3.
REV-01017,POL-0180,EMP-0029,2/8/22,Approved,No Changes Required.
REV-01018,POL-0185,EMP-0031,2/9/22,Rejected,Looks good.
REV-01019,POL-0161,EMP-0025,2/14/22,Approved,Minor edits requested.
REV-01020,POL-0214,EMP-0025,2/14/22,Approved,Update section 3.
REV-01021,POL-0163,EMP-0031,2/14/22,Approved,Looks good.
REV-01022,POL-0271,EMP-0025,2/16/22,Approved,No Changes Required.
REV-01023,POL-0148,EMP-0032,2/17/22,Approved,Please verify citation.
REV-01024,POL-0129,EMP-0031,2/17/22,Approved,No Changes Required.
REV-01025,POL-0090,EMP-0011,2/22/22,Approved,Looks good.
REV-01026,POL-0176,EMP-0031,2/22/22,Approved,No Changes Required.
REV-01027,POL-0154,EMP-0025,2/22/22,Approved,Update section 3.
REV-01028,POL-0091,EMP-0027,2/22/22,Approved,Update section 3.
REV-01029,POL-0188,EMP-0030,2/23/22,Approved,Looks good.
REV-01030,POL-0110,EMP-0033,2/28/22,Rejected,Minor edits requested.
REV-01031,POL-0293,EMP-0028,2/28/22,Approved,Minor edits requested.
REV-01032,POL-0167,EMP-0025,3/2/22,Approved,Please verify citation.
REV-01033,POL-0138,EMP-0033,3/4/22,Approved,Formatting changes only.
REV-01034,POL-0084,EMP-0028,3/4/22,Approved,Formatting changes only.
REV-01035,POL-0047,EMP-0026,3/7/22,Approved,Looks good.
REV-01036,POL-0263,EMP-0011,3/7/22,Approved,No Changes Required.
REV-01037,POL-0238,EMP-0028,3/7/22,Approved,No Changes Required.
REV-01038,POL-0278,EMP-0031,3/7/22,Approved,Please verify citation.
REV-01039,POL-0148,EMP-0028,3/8/22,Approved,Please verify citation.
REV-01040,POL-0142,EMP-0033,3/8/22,Approved,Please verify citation.
REV-01041,POL-0142,EMP-0026,3/14/22,Approved,Update section 1.
REV-01042,POL-0201,EMP-0027,3/14/22,Approved,Looks good.
REV-01043,POL-0076,EMP-0025,3/14/22,Approved,No Changes Required.
REV-01044,POL-0260,EMP-0028,3/14/22,Approved,Please verify citation.
REV-01045,POL-0043,EMP-0030,3/14/22,Approved,Formatting changes only.
REV-01046,POL-0262,EMP-0032,3/14/22,Approved,Formatting changes only.
REV-01047,POL-0130,EMP-0034,3/15/22,Rejected,Update section 3.
REV-01048,POL-0248,EMP-0028,3/15/22,Approved,No Changes Required.
REV-01049,POL-0096,EMP-0011,3/16/22,Approved,No Changes Required.
REV-01050,POL-0251,EMP-0034,3/17/22,Approved,Update section 3.
REV-01051,POL-0239,EMP-0011,3/21/22,Approved,No Changes Required.
REV-01052,POL-0165,EMP-0030,3/21/22,Approved,Looks good.
REV-01053,POL-0018,EMP-0029,3/22/22,Approved,No Changes Required.
REV-01054,POL-0249,EMP-0030,3/24/22,Approved,Update section 3.
REV-01055,POL-0077,EMP-0025,3/25/22,Approved,Formatting changes only.
REV-01056,POL-0052,EMP-0031,3/25/22,Rejected,Minor edits requested.
REV-01057,POL-0177,EMP-0034,3/28/22,Approved,Formatting changes only.
REV-01058,POL-0020,EMP-0011,3/28/22,Approved,No Changes Required.
REV-01059,POL-0099,EMP-0033,3/29/22,Approved,No Changes Required.
REV-01060,POL-0155,EMP-0026,3/30/22,Approved,Please verify citation.
REV-01061,POL-0280,EMP-0033,3/31/22,Approved,Formatting changes only.
REV-01062,POL-0127,EMP-0029,4/1/22,Approved,No Changes Required.
REV-01063,POL-0154,EMP-0026,4/5/22,Approved,Update section 3.
REV-01064,POL-0138,EMP-0034,4/6/22,Approved,No Changes Required.
REV-01065,POL-0243,EMP-0029,4/6/22,Approved,Please verify citation.
REV-01066,POL-0101,EMP-0029,4/6/22,Approved,Formatting changes only.
REV-01067,POL-0126,EMP-0031,4/6/22,Approved,Minor edits requested.
REV-01068,POL-0201,EMP-0032,4/7/22,Rejected,Formatting changes only.
REV-01069,POL-0058,EMP-0028,4/7/22,Approved,Please verify citation.
REV-01070,POL-0123,EMP-0025,4/7/22,Approved,No Changes Required.
REV-01071,POL-0233,EMP-0027,4/12/22,Approved,Please verify citation.
REV-01072,POL-0108,EMP-0033,4/13/22,Approved,Please verify citation.
REV-01073,POL-0159,EMP-0031,4/18/22,Approved,Looks good.
REV-01074,POL-0114,EMP-0025,4/18/22,Approved,Update section 3.
REV-01075,POL-0050,EMP-0027,4/18/22,Approved,Looks good.
REV-01076,POL-0005,EMP-0033,4/18/22,Approved,Please verify citation.
REV-01077,POL-0250,EMP-0029,4/18/22,Approved,No Changes Required.
REV-01078,POL-0260,EMP-0025,4/19/22,Approved,Please verify citation.
REV-01079,POL-0053,EMP-0031,4/19/22,Approved,Update section 3.
REV-01080,POL-0202,EMP-0033,4/19/22,Approved,No Changes Required.
REV-01081,POL-0095,EMP-0033,4/22/22,Approved,No Changes Required.
REV-01082,POL-0233,EMP-0029,4/22/22,Approved,No Changes Required.
REV-01083,POL-0191,EMP-0011,4/22/22,Rejected,Looks good.
REV-01084,POL-0199,EMP-0033,4/25/22,Approved,Minor edits requested.
REV-01085,POL-0229,EMP-0034,4/25/22,Approved,Minor edits requested.
REV-01086,POL-0116,EMP-0034,4/26/22,Approved,Minor edits requested.
REV-01087,POL-0287,EMP-0031,4/26/22,Approved,Looks good.
REV-01088,POL-0283,EMP-0027,4/27/22,Approved,Update section 3.
REV-01089,POL-0281,EMP-0034,4/28/22,Approved,Minor edits requested.
REV-01090,POL-0167,EMP-0032,4/28/22,Approved,Formatting changes only.
REV-01091,POL-0156,EMP-0029,4/29/22,Approved,Minor edits requested.
REV-01092,POL-0141,EMP-0033,5/2/22,Approved,Formatting changes only.
REV-01093,POL-0103,EMP-0011,5/2/22,Approved,Update section 3.
REV-01094,POL-0190,EMP-0031,5/2/22,Approved,Minor edits requested.
REV-01095,POL-0269,EMP-0033,5/2/22,Approved,No Changes Required.
REV-01096,POL-0265,EMP-0028,5/3/22,Approved,Please verify citation.
REV-01097,POL-0131,EMP-0028,5/3/22,Approved,Looks good.
REV-01098,POL-0227,EMP-0032,5/5/22,Approved,Minor edits requested.
REV-01099,POL-0206,EMP-0026,5/6/22,Approved,No Changes Required.
REV-01100,POL-0175,EMP-0026,5/6/22,Rejected,No Changes Required.
REV-01101,POL-0100,EMP-0029,5/9/22,Approved,Looks good.
REV-01102,POL-0011,EMP-0033,5/9/22,Approved,Minor edits requested.
REV-01103,POL-0217,EMP-0027,5/9/22,Approved,Update section 3.
REV-01104,POL-0072,EMP-0030,5/9/22,Rejected,Update section 3.
REV-01105,POL-0229,EMP-0026,5/10/22,Rejected,Formatting changes only.
REV-01106,POL-0098,EMP-0029,5/10/22,Rejected,Update section 3.
REV-01107,POL-0202,EMP-0026,5/10/22,Approved,No Changes Required.
REV-01108,POL-0207,EMP-0032,5/11/22,Approved,No Changes Required.
REV-01109,POL-0095,EMP-0031,5/11/22,Rejected,Looks good.
REV-01110,POL-0099,EMP-0011,5/11/22,Approved,Looks good.
REV-01111,POL-0153,EMP-0027,5/12/22,Approved,Looks good.
REV-01112,POL-0252,EMP-0032,5/12/22,Approved,Minor edits requested.
REV-01113,POL-0143,EMP-0028,5/12/22,Approved,Update section 3.
